Time 1Elf Jack: Selected Toy fake tattoo, Girl
Time 139Elf Jack: Placed Toy whistle, on the sleigh. 
Time 139Elf Jack: Selected Toy fake tattoo, Girl
Time 139Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 139Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 139Elf Jack: Selected Toy train, Girl
Time 139Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 139Elf Jack: Placed Toy train, on the sleigh. 
Time 139Elf Jack: Selected Toy dinosaur, Boy
Time 139Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 139Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 139Elf Jack: Selected Toy bracelet, Girl
Time 139Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 139Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 139Elf Jack: Selected Toy doll, Girl
Time 139Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 139Elf Jack: Placed Toy doll, on the sleigh. 
Time 139Elf Jack: Selected Toy fake tattoo, Boy
Time 140Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 140Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 140Elf Jack: Selected Toy whistle, Girl
Time 140Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 140Elf Jack: Placed Toy whistle, on the sleigh. 
Time 140Elf Jack: Selected Toy fake tattoo, Boy
Time 140Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 140Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 140Elf Jack: Selected Toy fake tattoo, Boy
Time 140Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 140Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 140Elf Jack: Selected Toy whistle, Boy
Time 140Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 140Elf Jack: Placed Toy whistle, on the sleigh. 
Time 140Elf Jack: Selected Toy train, Girl
Time 140Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 140Elf Jack: Placed Toy train, on the sleigh. 
Time 140Elf Jack: Selected Toy dinosaur, Girl
Time 140Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 140Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 140Elf Jack: Selected Toy fake tattoo, Boy
Time 140Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 140Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 140Elf Jack: Selected Toy fake tattoo, Girl
Time 140Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 140Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 141Elf Jack: Selected Toy doll, Girl
Time 141Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 141Elf Jack: Placed Toy doll, on the sleigh. 
Time 141Elf Jack: Selected Toy fake tattoo, Boy
Time 141Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 141Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 141Elf Jack: Selected Toy whistle, Boy
Time 141Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 141Elf Jack: Placed Toy whistle, on the sleigh. 
Time 141Elf Jack: Selected Toy bracelet, Boy
Time 141Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 141Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 141Elf Jack: Selected Toy train, Boy
Time 141Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 141Elf Jack: Placed Toy train, on the sleigh. 
Time 141Elf Jack: Selected Toy bracelet, Boy
Time 141Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 141Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 141Elf Jack: Selected Toy whistle, Boy
Time 141Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 141Elf Jack: Placed Toy whistle, on the sleigh. 
Time 141Elf Jack: Selected Toy train, Girl
Time 141Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 141Elf Jack: Placed Toy train, on the sleigh. 
Time 141Elf Jack: Selected Toy fake tattoo, Boy
Time 141Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 141Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 141Elf Jack: Selected Toy train, Girl
Time 141Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 141Elf Jack: Placed Toy train, on the sleigh. 
Time 141Elf Jack: Selected Toy whistle, Boy
Time 141Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 141Elf Jack: Placed Toy whistle, on the sleigh. 
Time 141Elf Jack: Selected Toy doll, Girl
Time 142Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 142Elf Jack: Placed Toy doll, on the sleigh. 
Time 142Elf Jack: Selected Toy dinosaur, Boy
Time 142Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 142Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 142Elf Jack: Selected Toy fake tattoo, Boy
Time 142Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 142Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 142Elf Jack: Selected Toy fake tattoo, Girl
Time 142Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 142Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 142Elf Jack: Selected Toy whistle, Girl
Time 142Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 142Elf Jack: Placed Toy whistle, on the sleigh. 
Time 142Elf Jack: Selected Toy doll, Girl
Time 142Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 142Elf Jack: Placed Toy doll, on the sleigh. 
Time 142Elf Jack: Selected Toy bracelet, Girl
Time 142Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 142Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 142Elf Jack: Selected Toy fake tattoo, Boy
Time 142Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 142Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 142Elf Jack: Selected Toy doll, Girl
Time 142Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 142Elf Jack: Placed Toy doll, on the sleigh. 
Time 142Elf Jack: Selected Toy train, Boy
Time 142Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 142Elf Jack: Placed Toy train, on the sleigh. 
Time 142Elf Jack: Selected Toy fake tattoo, Boy
Time 142Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 142Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 142Elf Jack: Selected Toy train, Girl
Time 143Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 143Elf Jack: Placed Toy train, on the sleigh. 
Time 143Elf Jack: Selected Toy dinosaur, Boy
Time 143Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 143Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 143Elf Jack: Selected Toy whistle, Girl
Time 143Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 143Elf Jack: Placed Toy whistle, on the sleigh. 
Time 143Elf Jack: Selected Toy bracelet, Girl
Time 143Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 143Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 143Elf Jack: Selected Toy bracelet, Boy
Time 143Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 143Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 143Elf Jack: Selected Toy dinosaur, Girl
Time 143Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 143Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 143Elf Jack: Selected Toy doll, Boy
Time 143Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 143Elf Jack: Placed Toy doll, on the sleigh. 
Time 143Elf Jack: Selected Toy bracelet, Girl
Time 143Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 143Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 143Elf Jack: Selected Toy fake tattoo, Girl
Time 143Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 143Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 143Elf Jack: Selected Toy whistle, Boy
Time 143Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 143Elf Jack: Placed Toy whistle, on the sleigh. 
Time 144Elf Jack: Selected Toy whistle, Boy
Time 144Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 144Elf Jack: Placed Toy whistle, on the sleigh. 
Time 144Elf Jack: Selected Toy doll, Girl
Time 144Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 144Elf Jack: Placed Toy doll, on the sleigh. 
Time 144Elf Jack: Selected Toy bracelet, Boy
Time 144Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 144Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 144Elf Jack: Selected Toy fake tattoo, Girl
Time 144Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 144Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 144Elf Jack: Selected Toy dinosaur, Boy
Time 144Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 144Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 144Elf Jack: Selected Toy dinosaur, Girl
Time 144Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 144Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 144Elf Jack: Selected Toy bracelet, Boy
Time 144Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 144Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 144Elf Jack: Selected Toy bracelet, Girl
Time 144Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 144Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 144Elf Jack: Selected Toy fake tattoo, Girl
Time 144Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 144Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 144Elf Jack: Selected Toy bracelet, Girl
Time 144Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 144Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 144Elf Jack: Selected Toy dinosaur, Girl
Time 144Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 144Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 144Elf Jack: Selected Toy bracelet, Girl
Time 144Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 144Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 144Elf Jack: Selected Toy bracelet, Girl
Time 144Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 144Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 145Elf Jack: Selected Toy bracelet, Boy
Time 145Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 145Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 145Elf Jack: Selected Toy fake tattoo, Boy
Time 145Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 145Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 145Elf Jack: Selected Toy bracelet, Boy
Time 145Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 145Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 145Elf Jack: Selected Toy dinosaur, Boy
Time 145Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 145Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 145Elf Jack: Selected Toy dinosaur, Boy
Time 145Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 145Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 145Elf Jack: Selected Toy doll, Boy
Time 145Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 145Elf Jack: Placed Toy doll, on the sleigh. 
Time 145Elf Jack: Selected Toy doll, Boy
Time 145Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 145Elf Jack: Placed Toy doll, on the sleigh. 
Time 145Elf Jack: Selected Toy train, Girl
Time 145Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 145Elf Jack: Placed Toy train, on the sleigh. 
Time 145Elf Jack: Selected Toy fake tattoo, Girl
Time 145Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 145Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 145Elf Jack: Selected Toy doll, Girl
Time 145Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 145Elf Jack: Placed Toy doll, on the sleigh. 
Time 146Elf Jack: Selected Toy bracelet, Boy
Time 146Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 146Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 146Elf Jack: Selected Toy doll, Girl
Time 146Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 146Elf Jack: Placed Toy doll, on the sleigh. 
Time 146Elf Jack: Selected Toy fake tattoo, Boy
Time 146Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 146Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 146Elf Jack: Selected Toy fake tattoo, Boy
Time 146Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 146Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 146Elf Jack: Selected Toy doll, Girl
Time 146Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 146Elf Jack: Placed Toy doll, on the sleigh. 
Time 146Elf Jack: Selected Toy whistle, Girl
Time 146Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 146Elf Jack: Placed Toy whistle, on the sleigh. 
Time 146Elf Jack: Selected Toy dinosaur, Girl
Time 146Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 146Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 146Elf Jack: Selected Toy bracelet, Girl
Time 146Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 146Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 146Elf Jack: Selected Toy train, Boy
Time 146Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 146Elf Jack: Placed Toy train, on the sleigh. 
Time 147Elf Jack: Selected Toy bracelet, Boy
Time 147Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 147Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 147Elf Jack: Selected Toy train, Boy
Time 147Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 147Elf Jack: Placed Toy train, on the sleigh. 
Time 147Elf Jack: Selected Toy whistle, Girl
Time 147Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 147Elf Jack: Placed Toy whistle, on the sleigh. 
Time 147Elf Jack: Selected Toy train, Boy
Time 147Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 147Elf Jack: Placed Toy train, on the sleigh. 
Time 147Elf Jack: Selected Toy whistle, Girl
Time 147Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 147Elf Jack: Placed Toy whistle, on the sleigh. 
Time 147Elf Jack: Selected Toy whistle, Boy
Time 147Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 147Elf Jack: Placed Toy whistle, on the sleigh. 
Time 147Elf Jack: Selected Toy doll, Boy
Time 147Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 147Elf Jack: Placed Toy doll, on the sleigh. 
Time 147Elf Jack: Selected Toy train, Girl
Time 147Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 147Elf Jack: Placed Toy train, on the sleigh. 
Time 147Elf Jack: Selected Toy dinosaur, Girl
Time 148Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 148Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 148Elf Jack: Selected Toy whistle, Boy
Time 148Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 148Elf Jack: Placed Toy whistle, on the sleigh. 
Time 148Elf Jack: Selected Toy doll, Girl
Time 148Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 148Elf Jack: Placed Toy doll, on the sleigh. 
Time 148Elf Jack: Selected Toy train, Girl
Time 148Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 148Elf Jack: Placed Toy train, on the sleigh. 
Time 148Elf Jack: Selected Toy train, Boy
Time 148Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 148Elf Jack: Placed Toy train, on the sleigh. 
Time 148Elf Jack: Selected Toy fake tattoo, Boy
Time 148Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 148Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 148Elf Jack: Selected Toy whistle, Girl
Time 148Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 148Elf Jack: Placed Toy whistle, on the sleigh. 
Time 148Elf Jack: Selected Toy bracelet, Boy
Time 148Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 148Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 148Elf Jack: Selected Toy doll, Girl
Time 148Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 148Elf Jack: Placed Toy doll, on the sleigh. 
Time 148Elf Jack: Selected Toy whistle, Girl
Time 148Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 148Elf Jack: Placed Toy whistle, on the sleigh. 
Time 149Elf Jack: Selected Toy train, Girl
Time 149Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 149Elf Jack: Placed Toy train, on the sleigh. 
Time 149Elf Jack: Selected Toy doll, Boy
Time 149Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 149Elf Jack: Placed Toy doll, on the sleigh. 
Time 149Elf Jack: Selected Toy dinosaur, Boy
Time 149Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 149Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 149Elf Jack: Selected Toy doll, Boy
Time 149Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 149Elf Jack: Placed Toy doll, on the sleigh. 
Time 149Elf Jack: Selected Toy dinosaur, Girl
Time 149Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 149Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 149Elf Jack: Selected Toy fake tattoo, Girl
Time 149Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 149Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 149Elf Jack: Selected Toy dinosaur, Boy
Time 149Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 149Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 149Elf Jack: Selected Toy whistle, Boy
Time 149Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 149Elf Jack: Placed Toy whistle, on the sleigh. 
Time 149Elf Jack: Selected Toy train, Girl
Time 149Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 149Elf Jack: Placed Toy train, on the sleigh. 
Time 149Elf Jack: Selected Toy doll, Girl
Time 149Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 149Elf Jack: Placed Toy doll, on the sleigh. 
Time 149Elf Jack: Selected Toy doll, Boy
Time 149Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 149Elf Jack: Placed Toy doll, on the sleigh. 
Time 149Elf Jack: Selected Toy whistle, Boy
Time 149Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 149Elf Jack: Placed Toy whistle, on the sleigh. 
Time 149Elf Jack: Selected Toy train, Girl
Time 150Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 150Elf Jack: Placed Toy train, on the sleigh. 
Time 150Elf Jack: Selected Toy doll, Girl
Time 150Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 150Elf Jack: Placed Toy doll, on the sleigh. 
Time 150Elf Jack: Selected Toy whistle, Boy
Time 150Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 150Elf Jack: Placed Toy whistle, on the sleigh. 
Time 150Elf Jack: Selected Toy doll, Girl
Time 150Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 150Elf Jack: Placed Toy doll, on the sleigh. 
Time 150Elf Jack: Selected Toy whistle, Girl
Time 150Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 150Elf Jack: Placed Toy whistle, on the sleigh. 
Time 150Elf Jack: Selected Toy doll, Boy
Time 150Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 150Elf Jack: Placed Toy doll, on the sleigh. 
Time 150Elf Jack: Selected Toy bracelet, Boy
Time 150Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 150Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 150Elf Jack: Selected Toy whistle, Girl
Time 150Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 150Elf Jack: Placed Toy whistle, on the sleigh. 
Time 150Elf Jack: Selected Toy whistle, Girl
Time 150Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 150Elf Jack: Placed Toy whistle, on the sleigh. 
Time 150Elf Jack: Selected Toy train, Girl
Time 150Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 150Elf Jack: Placed Toy train, on the sleigh. 
Time 150Elf Jack: Selected Toy fake tattoo, Girl
Time 151Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 151Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 151Elf Jack: Selected Toy fake tattoo, Girl
Time 151Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 151Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 151Elf Jack: Selected Toy doll, Girl
Time 151Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 151Elf Jack: Placed Toy doll, on the sleigh. 
Time 151Elf Jack: Selected Toy whistle, Boy
Time 151Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 151Elf Jack: Placed Toy whistle, on the sleigh. 
Time 151Elf Jack: Selected Toy fake tattoo, Girl
Time 151Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 151Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 151Elf Jack: Selected Toy bracelet, Boy
Time 151Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 151Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 151Elf Jack: Selected Toy bracelet, Boy
Time 151Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
